,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night
628,u10,2013-04-26,16,20,17,16
629,u10,2013-04-27,16,23,30,16
630,u10,2013-04-28,17,24,23,17
631,u10,2013-04-29,18,23,18,22
632,u10,2013-04-30,18,18,18,18
633,u10,2013-05-01,17,17,17,18
634,u10,2013-05-02,17,17,17,17
635,u10,2013-05-03,18,18,22,18
636,u10,2013-05-04,16,17,25,20
637,u10,2013-05-05,17,18,19,17
638,u10,2013-05-06,16,14,17,16
639,u10,2013-05-07,15,16,16,15
640,u10,2013-05-08,16,17,17,16
641,u10,2013-05-09,17,17,17,17
642,u10,2013-05-10,17,18,16,17
643,u10,2013-05-11,16,18,21,16
644,u10,2013-05-12,16,18,16,16
645,u10,2013-05-13,16,20,21,16
646,u10,2013-05-14,19,19,21,19
647,u10,2013-05-15,20,20,22,20
648,u10,2013-05-16,21,22,3,21
649,u10,2013-05-17,3,3,3,3
650,u10,2013-05-18,3,3,4,3
651,u10,2013-05-19,4,4,4,4
652,u10,2013-05-20,4,2,6,4
653,u10,2013-05-21,6,7,6,6
654,u10,2013-05-22,6,2,2,6
655,u10,2013-05-23,2,5,5,2
656,u10,2013-05-24,5,6,6,5
657,u10,2013-05-25,6,6,6,6
658,u10,2013-05-26,6,6,6,6
659,u10,2013-05-27,1,2,2,0
660,u10,2013-05-28,2,3,5,2
661,u10,2013-05-29,5,7,6,6
662,u10,2013-05-30,6,2,3,6
663,u10,2013-05-31,3,3,1,3
664,u10,2013-06-01,2,3,5,2
665,u10,2013-06-02,4,4,0,4
666,u12,2013-03-24,7,6,6,5
667,u12,2013-03-25,6,6,6,6
668,u12,2013-03-26,6,6,7,6
669,u12,2013-03-27,13,19,11,18
670,u12,2013-03-28,12,15,15,16
671,u12,2013-03-29,15,20,20,15
672,u12,2013-03-30,17,18,19,21
673,u12,2013-03-31,18,22,30,18
674,u12,2013-04-01,18,20,19,17
675,u12,2013-04-02,18,19,21,18
676,u12,2013-04-03,18,21,21,19
677,u12,2013-04-04,23,22,25,21
678,u12,2013-04-05,24,27,32,27
679,u12,2013-04-06,12,12,13,11
680,u12,2013-04-07,6,9,6,6
681,u12,2013-04-08,8,8,8,15
682,u12,2013-04-09,4,13,12,10
683,u12,2013-04-10,14,17,17,14
684,u12,2013-04-11,19,24,12,17
685,u12,2013-04-12,17,12,17,13
686,u12,2013-04-13,9,15,18,13
687,u12,2013-04-14,18,25,23,21
688,u12,2013-04-15,21,20,25,25
689,u12,2013-04-16,16,18,20,16
690,u12,2013-04-17,19,20,19,18
691,u12,2013-04-18,19,19,19,18
692,u12,2013-04-19,19,19,20,18
693,u12,2013-04-20,20,20,21,20
694,u12,2013-04-21,21,22,23,21
695,u12,2013-04-22,22,23,22,22
696,u12,2013-04-23,25,23,22,22
697,u12,2013-04-24,12,19,18,25
698,u12,2013-04-25,18,19,21,18
699,u12,2013-04-26,19,19,26,19
700,u12,2013-04-27,9,10,12,8
701,u12,2013-04-28,11,12,11,12
702,u12,2013-04-29,12,13,12,11
703,u12,2013-04-30,14,22,17,17
704,u12,2013-05-01,16,17,16,15
705,u12,2013-05-02,16,16,17,16
706,u12,2013-05-03,17,21,18,17
707,u12,2013-05-04,18,19,26,18
708,u12,2013-05-05,27,29,26,27
709,u12,2013-05-06,26,27,27,26
710,u12,2013-05-07,25,35,10,25
711,u12,2013-05-08,11,12,13,10
712,u12,2013-05-09,13,15,15,13
713,u12,2013-05-10,16,16,22,15
714,u12,2013-05-11,12,12,7,12
715,u12,2013-05-12,7,7,12,7
716,u12,2013-05-13,14,16,17,11
717,u12,2013-05-14,18,7,13,16
718,u12,2013-05-15,14,14,16,12
719,u12,2013-05-16,10,13,18,17
720,u12,2013-05-17,14,18,11,14
721,u12,2013-05-18,10,12,13,11
722,u12,2013-05-19,13,13,15,13
723,u12,2013-05-20,7,14,12,7
724,u12,2013-05-21,13,19,14,13
725,u12,2013-05-22,13,27,13,12
726,u12,2013-05-23,12,15,16,12
727,u12,2013-05-24,15,15,15,15
728,u12,2013-05-25,17,29,16,18
729,u12,2013-05-26,5,15,15,7
730,u12,2013-05-27,0,7,7,13
731,u12,2013-05-28,9,11,19,9
732,u12,2013-05-29,15,18,18,14
733,u12,2013-05-30,17,22,10,17
734,u12,2013-05-31,10,13,11,10
735,u12,2013-06-01,4,5,0,4
736,u12,2013-06-02,4,7,7,4
737,u12,2013-06-03,7,7,0,7
738,u13,2013-03-29,6,7,7,6
739,u13,2013-03-30,7,7,7,7
740,u13,2013-03-31,3,4,4,8
741,u13,2013-04-01,4,7,8,4
742,u13,2013-04-02,8,11,15,8
743,u13,2013-04-03,15,16,16,16
744,u13,2013-04-04,10,14,16,8
745,u13,2013-04-05,15,16,17,15
746,u13,2013-04-06,17,17,17,17
747,u13,2013-04-07,15,15,16,15
748,u13,2013-04-08,16,16,15,16
749,u13,2013-04-09,3,9,9,17
750,u13,2013-04-10,11,15,20,12
751,u13,2013-04-11,15,17,17,18
752,u13,2013-04-12,17,20,22,20
753,u13,2013-04-13,0,2,22,19
754,u13,2013-04-14,9,12,12,11
755,u13,2013-04-15,12,13,20,13
756,u13,2013-04-16,11,22,14,14
757,u13,2013-04-17,10,16,14,21
758,u13,2013-04-18,11,12,16,14
759,u13,2013-04-19,13,17,24,14
760,u13,2013-04-20,15,31,28,30
761,u13,2013-04-21,17,20,21,34
762,u13,2013-04-22,19,27,26,24
763,u13,2013-04-23,20,33,26,23
764,u13,2013-04-24,23,14,23,32
765,u13,2013-04-25,15,23,17,18
766,u13,2013-04-26,12,21,30,18
767,u13,2013-04-27,13,28,30,25
768,u13,2013-04-28,32,40,54,45
769,u13,2013-04-29,14,4,4,26
770,u13,2013-04-30,4,6,14,4
771,u13,2013-05-01,7,11,10,14
772,u13,2013-05-02,10,10,0,10
773,u13,2013-05-03,0,0,4,0
774,u13,2013-05-04,5,4,4,5
775,u13,2013-05-05,5,10,17,6
776,u13,2013-05-06,7,10,5,12
777,u13,2013-05-10,0,9,13,0
778,u13,2013-05-11,13,19,10,17
779,u13,2013-05-12,9,12,13,25
780,u13,2013-05-13,12,17,26,11
781,u13,2013-05-14,16,27,42,28
782,u13,2013-05-15,20,28,30,32
783,u13,2013-05-16,18,20,20,18
784,u13,2013-05-17,20,27,21,20
785,u13,2013-05-18,18,19,21,19
786,u13,2013-05-19,19,23,9,19
787,u13,2013-05-20,9,13,21,10
788,u13,2013-05-21,17,22,13,17
789,u13,2013-05-22,13,4,7,14
790,u13,2013-05-23,10,15,17,11
791,u13,2013-05-24,13,15,21,16
792,u13,2013-05-25,11,19,16,14
793,u13,2013-05-26,0,5,13,0
794,u13,2013-05-27,12,14,14,13
795,u13,2013-05-28,0,6,10,14
796,u13,2013-05-29,11,31,8,13
797,u13,2013-05-30,0,0,0,10
798,u13,2013-06-30,0,0,17,0
799,u13,2013-07-01,15,25,36,17
800,u13,2013-07-02,7,18,15,11
801,u13,2013-07-03,0,17,22,0
802,u13,2013-07-04,2,9,9,2
803,u13,2013-07-05,9,7,15,8
804,u13,2013-07-06,0,0,0,20
805,u13,2013-07-08,0,30,34,0
806,u14,2013-03-24,6,1,4,5
807,u14,2013-03-25,3,3,3,3
808,u14,2013-03-26,3,3,2,3
809,u14,2013-03-27,1,2,5,5
810,u14,2013-03-28,3,4,3,6
811,u14,2013-03-29,2,5,9,3
812,u14,2013-03-30,8,8,7,8
813,u14,2013-03-31,11,5,10,9
814,u14,2013-04-01,4,7,6,5
815,u14,2013-04-02,7,7,10,7
816,u14,2013-04-03,4,6,11,7
817,u14,2013-04-04,5,7,9,10
818,u14,2013-04-05,7,14,9,7
819,u14,2013-04-06,8,10,10,8
820,u14,2013-04-07,11,13,14,12
821,u14,2013-04-08,17,18,17,19
822,u14,2013-04-09,6,12,11,18
823,u14,2013-04-10,11,15,15,11
824,u14,2013-04-11,17,19,19,18
825,u14,2013-04-12,19,24,30,19
826,u14,2013-04-13,0,1,21,21
827,u14,2013-04-14,12,16,30,12
828,u14,2013-04-15,16,19,18,16
829,u14,2013-04-16,19,19,22,19
830,u14,2013-04-17,10,15,17,10
831,u14,2013-04-18,18,19,20,18
832,u14,2013-04-19,8,12,12,22
833,u14,2013-04-20,12,12,16,12
834,u14,2013-04-21,15,14,16,24
835,u14,2013-04-22,16,25,21,24
836,u14,2013-04-23,17,18,18,17
837,u14,2013-04-24,18,27,21,18
838,u14,2013-04-25,19,19,20,19
839,u14,2013-04-26,22,24,24,27
840,u14,2013-04-27,25,3,10,25
841,u14,2013-04-28,8,9,11,8
842,u14,2013-04-29,29,22,23,20
843,u14,2013-04-30,16,16,16,16
844,u14,2013-05-01,16,20,21,16
845,u14,2013-05-02,21,21,20,21
846,u14,2013-05-03,20,22,13,20
847,u14,2013-05-04,11,11,10,11
848,u14,2013-05-05,11,15,14,18
849,u14,2013-05-06,15,16,16,18
850,u14,2013-05-07,16,17,19,17
851,u14,2013-05-08,7,9,9,14
852,u14,2013-05-09,9,9,10,9
853,u14,2013-05-10,0,0,0,10
854,u14,2013-05-11,0,5,5,0
855,u14,2013-05-12,5,8,8,5
856,u14,2013-05-13,3,3,8,10
857,u14,2013-05-14,6,7,13,6
858,u14,2013-05-15,5,12,9,7
859,u14,2013-05-16,0,3,4,0
860,u14,2013-05-17,3,3,3,3
861,u14,2013-05-19,0,0,2,0
862,u14,2013-05-20,14,17,17,11
863,u14,2013-05-21,17,17,0,17
864,u14,2013-05-22,1,4,4,0
865,u14,2013-05-24,1,2,2,1
866,u14,2013-05-25,0,0,4,0
867,u14,2013-05-26,0,2,3,12
868,u14,2013-05-27,0,0,1,3
869,u14,2013-05-28,8,6,12,7
870,u14,2013-05-29,8,8,8,9
871,u14,2013-05-30,8,8,8,8
872,u14,2013-06-03,3,4,0,0
873,u15,2013-03-24,4,5,5,5
874,u15,2013-03-25,5,5,5,5
875,u15,2013-03-26,5,5,6,5
876,u15,2013-03-27,9,11,5,19
877,u15,2013-03-28,5,0,2,5
878,u15,2013-03-29,3,6,9,4
879,u15,2013-03-30,14,15,24,14
880,u15,2013-03-31,12,12,15,12
881,u15,2013-04-01,14,16,15,14
882,u15,2013-04-02,15,0,0,15
883,u15,2013-04-03,11,13,10,15
884,u15,2013-04-04,0,0,0,10
885,u15,2013-04-05,3,3,2,3
886,u15,2013-04-06,5,5,6,8
887,u15,2013-04-07,5,2,4,5
888,u15,2013-04-08,7,9,8,10
889,u15,2013-04-09,6,7,7,15
890,u15,2013-04-10,11,11,11,11
891,u15,2013-04-11,0,0,0,11
892,u15,2013-04-12,0,12,6,0
893,u15,2013-04-13,4,4,4,4
894,u15,2013-04-14,4,4,7,4
895,u15,2013-04-15,7,14,13,10
896,u15,2013-04-16,14,14,14,17
897,u15,2013-04-17,14,3,3,15
898,u15,2013-04-18,0,5,5,0
899,u15,2013-04-19,0,2,2,0
900,u15,2013-04-20,0,0,6,0
901,u15,2013-04-21,7,8,2,7
902,u15,2013-04-22,4,5,7,5
903,u15,2013-04-23,10,10,10,17
904,u15,2013-04-25,0,2,2,0
905,u15,2013-04-28,0,0,11,0
906,u15,2013-04-29,9,9,12,17
907,u15,2013-04-30,8,8,0,10
908,u15,2013-05-05,0,3,5,0
909,u15,2013-05-06,8,8,8,15
910,u15,2013-05-07,7,0,0,9
911,u15,2013-05-08,8,8,8,11
912,u15,2013-05-10,0,3,3,0
913,u15,2013-05-13,1,6,6,0
914,u15,2013-05-14,7,7,7,7
915,u15,2013-05-15,9,15,11,9
916,u15,2013-05-16,11,0,0,11
917,u15,2013-05-25,0,0,5,0
918,u15,2013-05-26,0,0,2,0
919,u15,2013-05-27,0,0,6,0
920,u15,2013-05-28,6,6,6,6
921,u15,2013-05-29,0,13,9,0
922,u15,2013-05-30,0,0,0,3
923,u15,2013-05-31,0,1,0,0
924,u16,2013-03-24,8,7,7,7
925,u16,2013-03-25,7,7,7,7
926,u16,2013-03-26,7,7,2,7
927,u16,2013-03-27,7,18,17,10
928,u16,2013-03-28,3,7,6,12
929,u16,2013-03-29,9,14,24,14
930,u16,2013-03-30,9,9,13,10
931,u16,2013-03-31,9,9,13,9
932,u16,2013-04-01,15,18,17,16
933,u16,2013-04-02,5,11,8,5
934,u16,2013-04-03,4,14,12,8
935,u16,2013-04-04,6,8,16,6
936,u16,2013-04-05,1,5,8,3
937,u16,2013-04-06,5,5,8,5
938,u16,2013-04-07,6,9,11,8
939,u16,2013-04-08,1,12,8,6
940,u16,2013-04-09,0,4,7,7
941,u16,2013-04-10,7,10,11,8
942,u16,2013-04-11,0,5,10,10
943,u16,2013-04-12,3,5,8,11
944,u16,2013-04-13,7,11,13,7
945,u16,2013-04-14,10,13,16,23
946,u16,2013-04-15,18,20,17,20
947,u16,2013-04-16,14,14,14,16
948,u16,2013-04-17,10,15,16,10
949,u16,2013-04-18,14,16,16,18
950,u16,2013-04-19,15,16,15,18
951,u16,2013-04-20,6,15,11,16
952,u16,2013-04-21,2,4,13,7
953,u16,2013-04-22,10,13,17,10
954,u16,2013-04-23,10,15,13,17
955,u16,2013-04-24,11,7,7,13
956,u16,2013-04-25,6,2,1,6
957,u16,2013-04-26,8,10,11,9
958,u16,2013-04-27,10,15,12,16
959,u16,2013-04-28,8,14,14,13
960,u16,2013-04-29,6,18,25,7
961,u16,2013-04-30,9,12,12,17
962,u16,2013-05-01,2,6,5,3
963,u16,2013-05-02,4,9,11,11
964,u16,2013-05-03,5,9,10,7
965,u16,2013-05-04,2,5,7,8
966,u16,2013-05-05,3,8,9,3
967,u16,2013-05-06,9,12,7,10
968,u16,2013-05-07,9,22,9,13
969,u16,2013-05-08,7,14,13,9
970,u16,2013-05-09,12,12,14,12
971,u16,2013-05-10,11,17,8,11
972,u16,2013-05-11,9,11,10,10
973,u16,2013-05-12,5,3,3,4
974,u16,2013-05-13,4,19,5,5
975,u16,2013-05-14,6,12,9,7
976,u16,2013-05-15,8,12,12,16
977,u16,2013-05-16,12,2,2,12
978,u16,2013-05-17,4,5,12,4
979,u16,2013-05-18,0,7,5,11
980,u16,2013-05-19,5,6,6,6
981,u16,2013-05-20,6,13,12,6
982,u16,2013-05-21,2,7,7,16
983,u16,2013-05-22,7,13,16,7
984,u16,2013-05-23,15,15,16,21
985,u16,2013-05-24,16,19,30,18
986,u16,2013-05-25,16,24,24,16
987,u16,2013-05-26,5,14,14,20
988,u16,2013-05-27,9,17,13,12
989,u16,2013-05-28,14,18,23,17
990,u16,2013-05-29,23,0,0,19
991,u17,2013-03-24,4,5,5,4
992,u17,2013-03-25,5,5,5,5
993,u17,2013-03-26,5,5,3,5
994,u17,2013-03-27,1,5,3,3
995,u17,2013-03-28,3,7,6,4
996,u17,2013-03-29,4,9,5,4
997,u17,2013-03-30,5,7,16,6
998,u17,2013-03-31,7,9,7,10
999,u17,2013-04-01,2,8,5,4
1000,u17,2013-04-02,3,3,3,4
1001,u17,2013-04-03,3,5,4,4
1002,u17,2013-04-04,4,6,3,5
1003,u17,2013-04-05,3,5,4,3
1004,u17,2013-04-06,4,4,6,6
1005,u17,2013-04-07,3,5,7,5
1006,u17,2013-04-08,4,4,6,5
1007,u17,2013-04-09,5,5,6,14
1008,u17,2013-04-10,4,10,6,5
1009,u17,2013-04-11,4,6,5,6
1010,u17,2013-04-12,5,11,6,6
1011,u17,2013-04-13,6,6,6,6
1012,u17,2013-04-14,6,6,6,6
1013,u17,2013-04-15,10,12,18,7
1014,u17,2013-04-16,14,13,18,27
1015,u17,2013-04-17,14,15,15,14
1016,u17,2013-04-18,14,16,20,17
1017,u17,2013-04-19,14,14,14,14
1018,u17,2013-04-20,14,2,2,14
1019,u17,2013-04-21,2,2,4,2
1020,u17,2013-04-22,3,3,7,3
1021,u17,2013-04-23,14,6,15,16
1022,u17,2013-04-24,11,13,13,16
1023,u17,2013-04-25,13,13,18,13
1024,u17,2013-04-26,5,7,7,9
1025,u17,2013-04-27,7,7,7,7
1026,u17,2013-04-28,9,9,9,16
1027,u17,2013-04-29,3,3,6,10
1028,u17,2013-04-30,13,7,14,12
1029,u17,2013-05-01,18,15,12,21
1030,u17,2013-05-02,12,12,18,12
1031,u17,2013-05-03,14,14,14,14
1032,u17,2013-05-04,14,14,14,15
1033,u17,2013-05-05,17,17,18,16
1034,u17,2013-05-06,15,17,16,20
1035,u17,2013-05-07,14,17,22,22
1036,u17,2013-05-08,11,12,11,17
1037,u17,2013-05-09,11,11,0,11
1038,u17,2013-05-10,0,1,0,0
1039,u17,2013-05-11,2,3,3,2
1040,u17,2013-05-12,3,3,4,3
1041,u17,2013-05-13,5,8,6,5
1042,u17,2013-05-14,6,7,16,7
1043,u17,2013-05-15,11,11,11,11
1044,u17,2013-05-16,11,11,11,11
1045,u17,2013-05-17,11,11,11,11
1046,u17,2013-05-18,12,12,12,13
1047,u17,2013-05-19,12,12,12,12
1048,u17,2013-05-20,13,13,13,15
1049,u17,2013-05-21,13,13,3,13
1050,u17,2013-05-22,3,3,5,3
1051,u17,2013-05-23,4,4,4,4
1052,u17,2013-05-24,2,3,3,4
1053,u17,2013-05-25,3,3,4,3
1054,u17,2013-05-26,3,3,3,3
1055,u17,2013-05-27,3,3,3,3
1056,u17,2013-05-28,3,3,3,3
1057,u17,2013-05-29,4,7,8,5
1058,u17,2013-05-30,6,6,6,6
1059,u17,2013-05-31,6,6,6,6
1060,u17,2013-06-01,6,5,5,6
1061,u18,2013-03-24,4,4,4,4
1062,u18,2013-03-25,4,4,4,4
1063,u18,2013-03-26,4,4,7,4
1064,u18,2013-03-27,7,18,13,12
1065,u18,2013-03-28,13,14,14,13
1066,u18,2013-03-29,12,14,15,13
1067,u18,2013-03-30,14,17,22,14
1068,u18,2013-03-31,17,17,19,21
1069,u18,2013-04-01,18,21,21,18
1070,u18,2013-04-02,21,23,23,21
1071,u18,2013-04-03,22,22,23,29
1072,u18,2013-04-04,23,23,22,23
1073,u18,2013-04-05,22,24,23,22
1074,u18,2013-04-06,23,23,23,23
1075,u18,2013-04-08,4,6,12,4
1076,u18,2013-04-09,7,7,11,7
1077,u18,2013-04-10,11,14,12,11
1078,u18,2013-04-11,12,17,18,12
1079,u18,2013-04-12,18,20,20,18
1080,u18,2013-04-13,20,20,20,20
1081,u18,2013-04-14,20,21,21,20
1082,u18,2013-04-15,21,21,34,22
1083,u18,2013-04-16,24,25,26,30
1084,u18,2013-04-17,26,26,27,26
1085,u18,2013-04-18,27,28,28,27
1086,u18,2013-04-19,27,27,26,27
1087,u18,2013-04-20,28,27,29,27
1088,u18,2013-04-21,30,31,31,30
1089,u18,2013-04-22,31,32,37,31
1090,u18,2013-04-23,40,44,36,39
1091,u18,2013-04-24,36,37,36,37
1092,u18,2013-04-25,0,6,16,36
1093,u18,2013-04-26,18,18,18,20
1094,u18,2013-04-27,20,20,20,20
1095,u18,2013-04-28,21,21,20,20
1096,u18,2013-04-29,20,20,28,20
1097,u18,2013-04-30,39,26,25,29
1098,u18,2013-05-01,25,25,25,25
1099,u18,2013-05-02,25,27,26,25
1100,u18,2013-05-03,26,26,26,26
1101,u18,2013-05-04,26,26,28,26
1102,u18,2013-05-05,27,27,27,27
1103,u18,2013-05-06,27,27,27,27
1104,u18,2013-05-07,27,27,30,27
1105,u18,2013-05-08,30,30,0,36
1106,u18,2013-05-14,0,0,11,0
1107,u18,2013-05-15,12,13,12,12
1108,u18,2013-05-16,13,15,13,13
1109,u18,2013-05-17,13,13,13,13
1110,u18,2013-05-18,12,12,12,12
1111,u18,2013-05-19,12,12,12,12
1112,u18,2013-05-20,0,3,3,0
1113,u18,2013-05-21,3,3,3,3
1114,u18,2013-05-22,3,3,3,3
1115,u18,2013-05-23,3,3,8,3
1116,u18,2013-05-24,8,8,8,8
1117,u18,2013-05-25,9,9,16,10
1118,u18,2013-05-26,18,13,0,19
1119,u18,2013-05-29,6,6,2,0
1120,u19,2013-03-24,5,5,5,4
1121,u19,2013-03-25,5,5,5,5
1122,u19,2013-03-26,5,6,6,5
1123,u19,2013-03-27,18,19,21,24
1124,u19,2013-03-28,23,26,22,23
1125,u19,2013-03-29,22,25,23,23
1126,u19,2013-03-30,0,18,22,22
1127,u19,2013-04-01,4,16,20,4
1128,u19,2013-04-02,18,21,26,18
1129,u19,2013-04-03,14,15,16,16
1130,u19,2013-04-04,13,14,17,26
1131,u19,2013-04-05,17,18,20,18
1132,u19,2013-04-06,20,20,17,22
1133,u19,2013-04-07,10,15,15,26
1134,u19,2013-04-08,18,19,20,20
1135,u19,2013-04-09,19,22,27,20
1136,u19,2013-04-10,22,24,21,23
1137,u19,2013-04-11,21,24,31,21
1138,u19,2013-04-12,6,9,10,14
1139,u19,2013-04-13,10,17,11,12
1140,u19,2013-04-14,13,16,18,15
1141,u19,2013-04-15,5,11,9,17
1142,u19,2013-04-16,7,10,21,11
1143,u19,2013-04-17,10,15,15,17
1144,u19,2013-04-18,14,18,20,18
1145,u19,2013-04-19,19,20,20,22
1146,u19,2013-04-20,20,20,21,26
1147,u19,2013-04-21,21,22,23,25
1148,u19,2013-04-22,22,30,32,24
1149,u19,2013-04-23,24,24,32,28
1150,u19,2013-04-24,23,23,23,26
1151,u19,2013-04-25,23,24,25,29
1152,u19,2013-04-26,27,27,27,33
1153,u19,2013-04-27,26,26,28,27
1154,u19,2013-04-28,28,28,29,28
1155,u19,2013-04-29,28,32,31,40
1156,u19,2013-04-30,30,32,32,35
1157,u19,2013-05-01,30,30,31,30
1158,u19,2013-05-02,30,33,38,31
1159,u19,2013-05-03,30,37,36,34
1160,u19,2013-05-04,36,37,37,37
1161,u19,2013-05-05,37,37,36,38
1162,u19,2013-05-06,36,46,36,36
1163,u19,2013-05-07,2,3,7,36
1164,u19,2013-05-08,10,10,11,11
1165,u19,2013-05-09,10,10,13,12
1166,u19,2013-05-10,11,12,15,12
1167,u19,2013-05-11,14,18,20,18
1168,u19,2013-05-12,15,20,25,16
1169,u19,2013-05-13,19,18,19,20
1170,u19,2013-05-14,17,19,19,20
1171,u19,2013-05-15,19,21,20,22
1172,u19,2013-05-16,22,23,30,22
1173,u19,2013-05-17,25,31,28,28
1174,u19,2013-05-18,23,24,24,29
1175,u19,2013-05-19,25,27,25,29
1176,u19,2013-05-20,25,25,26,26
1177,u19,2013-05-21,27,29,35,27
1178,u19,2013-05-22,31,31,33,35
1179,u19,2013-05-23,32,34,34,33
1180,u19,2013-05-24,9,13,14,39
1181,u19,2013-05-25,17,27,24,20
1182,u19,2013-05-26,22,23,25,28
1183,u19,2013-05-27,24,27,31,33
1184,u19,2013-05-28,24,25,27,29
1185,u19,2013-05-29,37,35,35,34
1186,u19,2013-05-30,4,5,6,32
1187,u19,2013-05-31,8,10,17,10
1188,u19,2013-06-01,15,15,0,16
1189,u20,2013-03-24,7,7,7,10
1190,u20,2013-03-25,7,7,7,7
1191,u20,2013-03-26,7,7,7,7
1192,u20,2013-03-27,0,6,22,9
1193,u20,2013-03-28,13,14,15,16
1194,u20,2013-03-29,9,9,10,22
1195,u20,2013-03-30,10,10,10,10
1196,u20,2013-04-01,14,18,24,12
1197,u20,2013-04-02,10,11,13,14
1198,u20,2013-04-03,12,13,13,14
1199,u20,2013-04-04,14,16,18,16
1200,u20,2013-04-05,13,13,13,13
1201,u20,2013-04-06,16,16,16,16
1202,u20,2013-04-07,15,18,21,22
1203,u20,2013-04-08,14,14,15,22
1204,u20,2013-04-09,13,13,17,13
1205,u20,2013-04-10,17,17,21,17
1206,u20,2013-04-11,17,19,24,17
1207,u20,2013-04-12,14,16,19,30
1208,u20,2013-04-13,15,15,21,28
1209,u20,2013-04-14,14,15,15,16
1210,u20,2013-04-15,15,0,0,15
1211,u20,2013-04-19,0,1,0,0
1212,u20,2013-04-20,2,2,2,1
1213,u20,2013-04-21,2,2,2,2
1214,u20,2013-04-22,7,15,18,6
1215,u20,2013-04-23,4,5,6,6
1216,u20,2013-04-24,7,8,21,9
1217,u20,2013-04-25,11,14,15,13
1218,u20,2013-04-26,10,11,13,12
1219,u20,2013-04-27,13,13,13,15
1220,u20,2013-04-28,12,12,19,13
1221,u20,2013-04-29,4,10,16,25
1222,u20,2013-04-30,5,6,6,9
1223,u20,2013-05-01,6,6,0,6
1224,u20,2013-05-04,0,2,7,0
1225,u20,2013-05-05,6,7,10,9
1226,u20,2013-05-06,8,12,16,9
1227,u20,2013-05-07,10,10,10,10
1228,u20,2013-05-08,10,10,10,10
1229,u20,2013-05-10,0,2,2,0
1230,u20,2013-05-11,2,2,2,4
1231,u20,2013-05-12,2,0,0,2
1232,u20,2013-05-13,6,5,6,3
1233,u20,2013-05-14,9,7,9,8
1234,u20,2013-05-15,10,10,8,13
1235,u20,2013-05-16,8,9,9,8
1236,u20,2013-05-17,9,9,10,9
1237,u20,2013-05-18,10,10,10,10
1238,u20,2013-05-19,0,0,3,0
